source_id,author,title,source_type,collection,verdict,edition,known_url,passages,words,in_ingestion_log,note
jw-sermon-056,john-wesley,God's Approbation of His Works,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3562,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-115,john-wesley,Sermon 115,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,13,3561,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-127,john-wesley,Sermon 127,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3561,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-118,john-wesley,Sermon 118,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3544,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-advice-to-the-people-called-methodists,john-wesley,Treatise Advice To The People Called Methodists,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,10,3511,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-002,john-wesley,The Almost Christian,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,11,3500,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-123,john-wesley,Sermon 123,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,11,3457,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-085,john-wesley,On Working Out Our Own Salvation,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,12,3407,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-065,john-wesley,The Duty of Reproving Our Neighbour,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,10,3391,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-090,john-wesley,An Israelite Indeed,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,10,3350,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-100,john-wesley,Sermon 100,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,11,3306,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-second-dialogue-antinomian-and-friend,john-wesley,Treatise Second Dialogue Antinomian And Friend,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,9,3305,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
cw-duke-tumult-hymns-1780,charles-wesley,Tumult Hymns (1780),hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,9,3296,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-079,john-wesley,On Dissipation,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,10,3288,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-sufficient-answer-to-theron-and-aspasio,john-wesley,Treatise Sufficient Answer To Theron And Aspasio,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,9,3284,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-121,john-wesley,Sermon 121,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,11,3267,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-estimate-of-manners-of-present-times,john-wesley,Treatise Estimate Of Manners Of Present Times,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,9,3233,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-treatise-answer-to-hills-imposture-detected,john-wesley,Treatise Answer To Hills Imposture Detected,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,9,3232,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-cw1816-xiii,john-wesley,JW Sermon (in CW 1816): Job 3:17,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,14,3226,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-thoughts-on-a-single-life,john-wesley,Treatise Thoughts On A Single Life,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,9,3197,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-139,john-wesley,Sermon 139,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,10,3193,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-106,john-wesley,Sermon 106,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,9,3188,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-064,john-wesley,The New Creation,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,10,3186,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-letter-to-a-roman-catholic,john-wesley,Treatise Letter To A Roman Catholic,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,9,3163,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-treatise-letter-to-mr-potter,john-wesley,Treatise Letter To Mr Potter,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,9,3152,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
cw-duke-collection-of-psalms-and-hymns-1741-cw-verse,charles-wesley,Collection of Psalms and Hymns (1741) CW verse,hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,9,3127,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-treatise-thoughts-concerning-origin-of-power,john-wesley,Treatise Thoughts Concerning Origin Of Power,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,9,3120,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-138,john-wesley,Sermon 138,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,10,3108,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-110,john-wesley,Sermon 110,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,9,3095,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
cw-sermon-vi,charles-wesley,CW Sermon VI: John 13:7,sermon,cw-1816-sermons,GREEN,"Sermons by the Late Rev. Charles Wesley, A.M. (1816)",https://wesleyscholar.com/wp-content/uploads/2018/09/Sermons-1816.pdf,10,3077,True,URL hardcoded in scripts/extract_cw_sermons.py.
cw-duke-earthquake-hymns-1750-pt-ii,charles-wesley,Earthquake Hymns (1750) Pt II,hymn-collection,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,9,3063,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-sermon-103,john-wesley,Sermon 103,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,9,3029,True,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-sermon-055,john-wesley,On the Trinity,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,9,3028,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-letter-to-dr-horne,john-wesley,Treatise Letter To Dr Horne,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,8,3021,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
cw-duke-hymns-in-word-for-a-protestant-1745,charles-wesley,Hymns in Word for a Protestant (1745),hymn,cw-duke-verse,GREEN,Duke Divinity CSWT — Charles Wesley Published Verse (Original),https://divinity.duke.edu/initiatives/wesleyan-methodist/cswt-cw-published,45,2978,True,URL is hardcoded in scripts/extract_duke_cw.py / download_duke_cw.py and written to source_url at ingest time for these passages.
jw-treatise-advantage-of-church-of-england,john-wesley,Treatise Advantage Of Church Of England,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,8,2957,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-treatise-blow-at-the-root,john-wesley,Treatise Blow At The Root,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,8,2829,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
jw-sermon-120,john-wesley,On the Wedding Garment,sermon,jw-sermon,GREEN,"Sermons of John Wesley, 1872 edition (Jackson/wesley.nnu.edu)",https://wesley.nnu.edu/john-wesley/the-sermons-of-john-wesley-1872-edition/,9,2820,False,Confirmed by sources.csv sample rows; per-passage source_url populated for later ingests.
jw-treatise-word-to-a-protestant,john-wesley,Treatise Word To A Protestant,treatise,jw-treatise,GREEN,The Works of John Wesley (Zondervan reprint of the PD Jackson 1872 edition),,8,2807,True,"~128 files in raw/john-wesley/treatises/ each carry a 'Source: The Works of John Wesley, Volume N (Zondervan)' header. Zondervan's edition is a modern reprint of the public-domain Jackson text, not a copyrighted new work — same pattern as the Barnes case would have flagged if the *content* diverged, but headers + spot content here match known Wesley treatises."
